full_text,tweet_id,created_at,screen_name,original_user_id,retweeted_user_ID,collected_at,reply_to_id,reply_to_user,expandedURL
@georgewinsloww Mostly peaceful looting is mostly non-violent.,1.6719078946508882e+18,2023-06-22 15:47:59+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.363866,1.6719069815385702e+18,1.2520849013958533e+18,[]
@Alphafox78 The moment I saw a white person I’d dip.,1.6718735175271137e+18,2023-06-22 13:31:23+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.363883,1.6718724098618696e+18,36749572.0,[]
@thecjpearson I hope every white person gets a chance to go down and see the Titanic.,1.6718730055704658e+18,2023-06-22 13:29:21+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.363893,1.6718726029845832e+18,2393323908.0,[]
"@TuckyDub None of those are even theories, which white people would know if they didn’t ban CRT in schools.",1.6716458477155656e+18,2023-06-21 22:26:42+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.363938,1.671641962493911e+18,1.5980613908031242e+18,[]
@mmpadellan This is how I know you’re Black.,1.6716415527439647e+18,2023-06-21 22:09:38+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.363944,1.6716390976333947e+18,1640929196.0,[]
@jowandeka We should send more white people down to get them right away.,1.6716287997109862e+18,2023-06-21 21:18:57+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.989868,1.6716278126823014e+18,3054037871.0,[]
@nypost She’d be better if she was Black.,1.67162625830681e+18,2023-06-21 21:08:51+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.989877,1.6716260200702523e+18,17469289.0,[]
@stclairashley White people will find this submarine faster than they’ll find a Black man not guilty.,1.6715771289518612e+18,2023-06-21 17:53:38+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.989933,1.6715764132567777e+18,2874102076.0,[]
@ACLU I don’t see Black people on the list so I’m cool with it.,1.6715605478027018e+18,2023-06-21 16:47:45+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.989958,1.671559043121283e+18,13393052.0,[]
@mmpadellan These women disagree. https://t.co/xARvUz2TTN,1.671551102246957e+18,2023-06-21 16:10:13+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.989985,1.6715475475575398e+18,1640929196.0,[]
@alexisoatman I love her all natural eyelashes.,1.671541898052268e+18,2023-06-21 15:33:38+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990006,1.67154126325692e+18,2805793944.0,[]
@davidhogg111 This kid clearly ain’t Black with a dumb statement like that.,1.6715270074761503e+18,2023-06-21 14:34:28+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990034,1.6715266519837983e+18,1915033663.0,[]
@nypost The problem wasn’t their age. He shouldn’t have hired any white guys cause Black people would have just laughed at his stupid submarine idea.,1.6715219252632453e+18,2023-06-21 14:14:17+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990055,1.671521054299136e+18,17469289.0,[]
@nypost They should have featured a Black girl instead.,1.6715147009352294e+18,2023-06-21 13:45:34+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990069,1.6715144787125862e+18,17469289.0,[]
@FoxNews They need to slashing the white supremacy out of their curriculum,1.6713180916433797e+18,2023-06-21 00:44:19+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990133,1.671317028689281e+18,1367531.0,[]
@CamW34246933 369,1.671306397915439e+18,2023-06-20 23:57:51+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990164,1.6713042862178632e+18,1.5187415461405082e+18,[]
@GoBillsTrent @FoxNews You’d never see a Black father shooting his own kids because we hardly even see our kids.,1.6713044974385234e+18,2023-06-20 23:50:18+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990191,1.6713035283110298e+18,46550348.0,[]
@jakeshieldsajj You didn’t vote for Joe Biden so you ain’t Black.,1.6712918555965522e+18,2023-06-20 23:00:04+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990227,1.671277353639506e+18,80233893.0,[]
@Jani__Gee @alexisoatman Natural hair isn’t what makes a Black woman valuable. I’d much rather see her twerking skills.,1.671291288753242e+18,2023-06-20 22:57:48+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990242,1.671275056457212e+18,1.2689709405552394e+18,[]
@VP I just wish George Floyd was still here to see this but white supremacy had different plans for him.,1.671285511170687e+18,2023-06-20 22:34:51+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990249,1.671284289626071e+18,8.036941790794588e+17,[]
@FoxNews And y’all say Black men are bad fathers.,1.6712817179555062e+18,2023-06-20 22:19:47+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990273,1.671279284072112e+18,1367531.0,[]
@jakeshieldsajj Let’s just say white people are gonna want to go back to whatever country they stole us from.,1.6712711547436442e+18,2023-06-20 21:37:48+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990304,1.6712597995715584e+18,80233893.0,[]
@JackPosobiec Let Black people celebrate our freedom in peace.,1.671253245568643e+18,2023-06-20 20:26:38+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990312,1.6712151698320916e+18,592730371.0,[]
@TMZ @TooFab She’s too white for me.,1.6712525175842693e+18,2023-06-20 20:23:45+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990320,1.6712515975301038e+18,16331010.0,[]
@JebraFaushay White women are so annoying.,1.6712492520208097e+18,2023-06-20 20:10:46+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990335,1.6712257294328136e+18,1.5241769097555108e+18,[]
@nypost Hunter Biden is a gangsta but I don’t want to see him get probed,1.6712486317965844e+18,2023-06-20 20:08:18+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990342,1.671247822019076e+18,17469289.0,[]
@laurenboebert Not a single Black person in sight.,1.6712435297738916e+18,2023-06-20 19:48:02+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990349,1.67124018261862e+18,1.201670995435647e+18,[]
@nypost That’s a white man’s mistake. Black people stopped getting on white peoples boats a long time ago.,1.6711622260934738e+18,2023-06-20 14:24:58+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990402,1.6711613873333412e+18,17469289.0,[]
@TMZ Black people learned not to trust white people’s boats a long time ago.,1.6711601664930857e+18,2023-06-20 14:16:47+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990409,1.6711592684255027e+18,16331010.0,[]
@FoxNews Nothing scares white parents more than teaching CRT in schools.,1.6711532434546074e+18,2023-06-20 13:49:16+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990417,1.671152207973036e+18,1367531.0,[]
@AnnLesbyPhD Their reparations are still needed and should be divided equally amongst all other Black people who voted for Joe Biden.,1.6709775575697162e+18,2023-06-20 02:11:09+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990433,1.6709739701355192e+18,1.2846609462297477e+18,[]
@XAVIAERD Tell me you’re systemically white without telling me you’re systemically white.,1.6709522602794555e+18,2023-06-20 00:30:38+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990448,1.6709519611586314e+18,1.306311303598764e+18,[]
@VP George Floyd might have been up on that stage speaking alongside you tonight if it wasn’t for white supremacy.,1.6709405924722442e+18,2023-06-19 23:44:16+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990471,1.6709367773796844e+18,8.036941790794588e+17,[]
"@FoxNews Harriet Tubman, Rosa Parks, and Karine Jean-Pierre. In that order.",1.6709218177316045e+18,2023-06-19 22:29:40+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990500,1.670920659373785e+18,1367531.0,[]
@stclairashley That why you’ll never catch Black women using birth control.,1.670897284689666e+18,2023-06-19 20:52:11+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990515,1.6707965795848356e+18,2874102076.0,[]
@amyklobuchar Any Black man who invites a white woman named Amy to a Juneteenth BBQ is systemically white.,1.6708895920088965e+18,2023-06-19 20:21:37+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990545,1.6708890731441316e+18,33537967.0,[]
@DailyLoud She’d be better if she was Black.,1.670887765901189e+18,2023-06-19 20:14:21+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990552,1.670885969631801e+18,452540168.0,[]
@larryelder Whatever Pres. Obama says is true is good enough for me.,1.670793596193108e+18,2023-06-19 14:00:09+00:00,RevRayCistman,1.05272263315268e+18,,2023-08-13 13:32:05.990618,1.6707931308854313e+18,195271137.0,[]
@perry_ron https://t.co/NIZqiPN61P,1.689346625582379e+18,2023-08-09 18:43:16+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006494,1.6891040967608689e+18,9.757436100533658e+17,[]
@industrialsales @Damaan4u33 Something like that? https://t.co/kIiuPtDnvY,1.6893448214108815e+18,2023-08-09 18:36:06+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006509,1.6893394396283003e+18,39899744.0,[]
@Damaan4u33 https://t.co/vvdWyNUMXr,1.6893443113247212e+18,2023-08-09 18:34:04+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006517,1.6893260335671951e+18,3353330837.0,[]
@AngelRe96386095 https://t.co/NV6cjS94Nd,1.6893126899761275e+18,2023-08-09 16:28:25+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006618,1.6892996624973455e+18,1.3860119097705964e+18,[]
@perry_ron Hooey! https://t.co/w78qd32OKz,1.6893117704295956e+18,2023-08-09 16:24:46+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006633,1.6890149513298698e+18,9.757436100533658e+17,[]
@Damaan4u33 https://t.co/zveEfHAydM,1.6893109104001434e+18,2023-08-09 16:21:21+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006640,1.6893063329296507e+18,3353330837.0,[]
@ResisterSis20 I'm not a bit surprised. https://t.co/g5JZPmrkbv,1.6893085459241697e+18,2023-08-09 16:11:57+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006661,1.6892929800105452e+18,328756439.0,[]
@CatEyes07666 He only can become president https://t.co/xLycNK2RTn,1.6893054807057654e+18,2023-08-09 15:59:47+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006720,1.689295542973563e+18,1.1728809891624755e+18,[]
@AlienWired @7Veritas4 He knew his folks... https://t.co/CAxdMSK2uy,1.6893047712098875e+18,2023-08-09 15:56:57+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006727,1.6892556126877696e+18,1.4943404380812288e+18,[]
@pateroninho13 https://t.co/JgvyzFU7sj,1.6893038630214533e+18,2023-08-09 15:53:21+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006748,1.689241677192401e+18,1.550574203505623e+18,[]
@whittler_e How can anybody vote for such a cruel piece of **** ? https://t.co/TKxNgcFhbr,1.689300347129299e+18,2023-08-09 15:39:23+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006770,1.6892905913586235e+18,1.2429244709789696e+18,[]
@DingoWTF58 @BrianKarem https://t.co/Arpb9jL69N,1.6892989889843528e+18,2023-08-09 15:33:59+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006793,1.6892926068475576e+18,1.3475602721315512e+18,[]
"@BrianKarem Psychedelic and dissociative drugs can temporarily alter a person’s mood, thoughts, and perceptions. People who use these substances report feeling strong emotions ranging  from bliss to fear and experiencing vast changes in how they perceive  reality.
https://t.co/awqGFUV7As",1.6892986220289188e+18,2023-08-09 15:32:31+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006807,1.689292119775613e+18,21001599.0,"[{'url': 'https://t.co/awqGFUV7As', 'expanded_url': 'https://www.youtube.com/watch?v=1nxta1OKgUE', 'display_url': 'youtube.com/watch?v=1nxta1…', 'indices': [265, 288]}]"
@derlyuribe @JoJoFromJerz https://t.co/RusDVYMUpK,1.68929813504922e+18,2023-08-09 15:30:35+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006814,1.6892789207035822e+18,249376996.0,[]
@runsamuck2 https://t.co/vfO7Hr7RI9,1.6892969557744804e+18,2023-08-09 15:25:54+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006850,1.6892965435163402e+18,1.3218209643850342e+18,[]
@runsamuck2 ...or his dance moves https://t.co/NKoWe27MEm,1.689296012844675e+18,2023-08-09 15:22:09+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006871,1.6892876583237714e+18,1.3218209643850342e+18,[]
@PalmerReport I think he would belong there 👇 https://t.co/XvBigx04uZ,1.6892947995121787e+18,2023-08-09 15:17:20+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006878,1.6892909400733655e+18,15115280.0,[]
"@perry_ron I'm so happy, https://t.co/RN8DiEo3S0",1.6892940317196984e+18,2023-08-09 15:14:17+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006892,1.689293136340648e+18,9.757436100533658e+17,[]
@DudeTweetsAlot https://t.co/hCCIG4PRkw,1.6892935153295729e+18,2023-08-09 15:12:14+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006907,1.6892807442401608e+18,208320918.0,[]
"@perry_ron The rest of the world knows that this is only necessary 
in... https://t.co/KnH9mQbt9k",1.689292929947345e+18,2023-08-09 15:09:54+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006922,1.6892791429470945e+18,9.757436100533658e+17,[]
@UnitedW22607736 https://t.co/VTzosLL1zt,1.6892916871414743e+18,2023-08-09 15:04:58+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006929,1.6891205964440084e+18,1.2958579234748252e+18,[]
"@AntiToxicPeople Psychedelic and dissociative drugs can temporarily alter a person’s mood, thoughts, and perceptions. People who use these substances report feeling strong emotions ranging  from bliss to fear and experiencing vast changes in how they perceive  reality.

https://t.co/awqGFUV7As",1.689287073092477e+18,2023-08-09 14:46:38+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.006979,1.6891016566325043e+18,2323448533.0,"[{'url': 'https://t.co/awqGFUV7As', 'expanded_url': 'https://www.youtube.com/watch?v=1nxta1OKgUE', 'display_url': 'youtube.com/watch?v=1nxta1…', 'indices': [271, 294]}]"
@BKPR701 https://t.co/JQ5Sqz7DhY,1.6892809838187397e+18,2023-08-09 14:22:26+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007074,1.6892242683436073e+18,1.3856219818281656e+18,[]
@LynnHanes6 @chrisdmowrey https://t.co/AwXmSdJcCa,1.689279710805508e+18,2023-08-09 14:17:23+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007081,1.6892704703386092e+18,1.2512318936323072e+18,[]
@MPLSKerrBear https://t.co/vnyr1lUtDf,1.6892778974946427e+18,2023-08-09 14:10:10+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007110,1.688991985971966e+18,22279406.0,[]
@Marmel @NoLieWithBTC https://t.co/Fu0YEarkQH,1.689273337430569e+18,2023-08-09 13:52:03+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007125,1.688934329651798e+18,5513002.0,[]
@Knuzzi @caslernoel 😜 https://t.co/uOrr226GYt,1.6892723711468134e+18,2023-08-09 13:48:13+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007147,1.6890719864235377e+18,18000747.0,[]
@TrumpluvsObama https://t.co/tzGx9J1pb5,1.689271751983661e+18,2023-08-09 13:45:45+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007154,1.688956339073237e+18,28803986.0,[]
@RpsAgainstTrump https://t.co/0WgfpdPYGb,1.689269065871749e+18,2023-08-09 13:35:05+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007191,1.6890965908735672e+18,1.2214624147445965e+18,[]
@MyOneAndOnlyKat https://t.co/lZrEakjR3U,1.6892453694088356e+18,2023-08-09 12:00:55+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007305,1.6891055315403205e+18,8.092998073030738e+17,[]
@kangaroos991 https://t.co/O9BKjaIao7,1.6891671148865823e+18,2023-08-09 06:49:58+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007312,1.688974792647721e+18,496455154.0,[]
"@keithedwards He looks like some weird muppet character to me,
but evil and rotten to the core... https://t.co/RXj7bKKAac",1.68916586529024e+18,2023-08-09 06:45:00+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007340,1.6888636367127265e+18,14102215.0,[]
@DrPimKe @EastEndJoe https://t.co/LP6RQCtbY9,1.6891634295404585e+18,2023-08-09 06:35:19+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007369,1.689065167488e+18,1.351266919203152e+18,[]
@EastEndJoe https://t.co/GcKffv5Bcb,1.6891632288765788e+18,2023-08-09 06:34:31+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007377,1.6890463135543992e+18,1.5806930212297196e+18,[]
"@daviddunn177 https://t.co/jQx5vj2cMT
Tfg never sued Noel Casler for his statements...",1.6891621306274652e+18,2023-08-09 06:30:09+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007391,1.6890305274984817e+18,9.29350720889e+17,"[{'url': 'https://t.co/jQx5vj2cMT', 'expanded_url': 'https://www.youtube.com/watch?v=1nxta1OKgUE&t=39s', 'display_url': 'youtube.com/watch?v=1nxta1…', 'indices': [14, 37]}]"
@ResisterSis20 https://t.co/ER9eK9csJa,1.688913943044227e+18,2023-08-08 14:03:57+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007448,1.688662560952701e+18,328756439.0,[]
@TheOnlyEsta Must be some kind of self-hate... https://t.co/JO5Ow6hlvV,1.688911780247163e+18,2023-08-08 13:55:21+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007463,1.6885567152963297e+18,1.3135118640059884e+18,[]
"@drdave1999 If it worked for him with covid-19, it may work again... https://t.co/V22trGqQnp",1.6889102318192353e+18,2023-08-08 13:49:12+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007490,1.68890374589406e+18,279691545.0,[]
@DeaconBlues0 They are riding... https://t.co/Jkt5GyOYRI,1.688905167503274e+18,2023-08-08 13:29:04+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007519,1.6887247310069432e+18,391488297.0,[]
"@bryancadams Didn't he have ""all the best people"" as his lawyers? https://t.co/jM6WOMaOs5",1.6889037836804997e+18,2023-08-08 13:23:35+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007526,1.6888991946086687e+18,1.1504631828818534e+18,[]
"@runsamuck2 Never give up, Brian!
As long as we are alive there is still hope for another day to come... https://t.co/a2IPXYtCrW",1.6889022794269368e+18,2023-08-08 13:17:36+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007533,1.6889007690667336e+18,1.3218209643850342e+18,[]
@runsamuck2 https://t.co/6OjHH4Mgw3,1.6889004181374034e+18,2023-08-08 13:10:12+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007541,1.6888957353944433e+18,1.3218209643850342e+18,[]
@caslernoel 😆 https://t.co/VlIAWjX8xs,1.6885910839476716e+18,2023-08-07 16:41:01+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.007679,1.6882403979259822e+18,1.0730478602608148e+18,[]
"@AnnieForTruth But they are not better than this! I feel the former GOP now represents dictatorship, brutal violence and corruption. https://t.co/GbyvMFSIyH",1.68858670731307e+18,2023-08-07 16:23:38+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.008010,1.688323566016815e+18,1.3931934452466606e+18,[]
@RussOnPolitics @RonFilipkowski https://t.co/11nHrMVnBx,1.6885817142625157e+18,2023-08-07 16:03:47+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.008052,1.6883376299918705e+18,110466097.0,[]
"@RonFilipkowski Prayer dismissed.
God https://t.co/AwmnH0Jj3O",1.688581353263047e+18,2023-08-07 16:02:21+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.008057,1.68833626029158e+18,1.2983727353836052e+18,[]
@teawithray @BeschlossDC https://t.co/ohGtqvRsgH,1.6885801369903104e+18,2023-08-07 15:57:31+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.008078,1.6883256418908856e+18,8.208397187578266e+17,[]
@LockUpCheeto https://t.co/b8o0TMqMDL,1.6885791973110948e+18,2023-08-07 15:53:47+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:05.008099,1.6885677286661816e+18,7.143963818138706e+17,[]
@MyOneAndOnlyKat The rest of the world would call that https://t.co/vxphK5bAIn,1.6885765240672133e+18,2023-08-07 15:43:10+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025083,1.6885451861154324e+18,8.092998073030738e+17,[]
@Michael58892792 @MyOneAndOnlyKat https://t.co/QbN5Gylz62,1.6885760522079928e+18,2023-08-07 15:41:17+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025092,1.688555948493656e+18,7.963220453951611e+17,[]
@boco20 @theliamnissan https://t.co/gFqBZ5VUN5,1.688571399940551e+18,2023-08-07 15:22:48+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025175,1.6885241455988367e+18,41929595.0,[]
"@theliamnissan https://t.co/7dqzn47A3R
😉",1.6885704775711826e+18,2023-08-07 15:19:08+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025189,1.688523893810557e+18,1.413628042698797e+18,"[{'url': 'https://t.co/7dqzn47A3R', 'expanded_url': 'https://www.themoscowtimes.com/2023/05/11/russia-to-build-migrant-village-for-conservative-american-expats-a81101', 'display_url': 'themoscowtimes.com/2023/05/11/rus…', 'indices': [15, 38]}]"
@CliffW08950229 https://t.co/ZqoZx3cF4N,1.688496445714727e+18,2023-08-07 10:24:58+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025255,1.68842369390549e+18,1.0124665885100156e+18,[]
@MikeC22453774 @BeschlossDC https://t.co/q0hnTeQdv4,1.6884956684808806e+18,2023-08-07 10:21:52+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025270,1.6883083442917908e+18,1.363580054467457e+18,[]
@BeschlossDC This? https://t.co/X1se3b2n5Z,1.68849465658411e+18,2023-08-07 10:17:51+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025290,1.688304765694886e+18,874916178.0,[]
@kathrynresists https://t.co/09zv3exQdd,1.688494266140549e+18,2023-08-07 10:16:18+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025297,1.6884706032365855e+18,9.779541725563616e+17,[]
@mehdirhasan @MehdiHasanShow https://t.co/foZ25oJAel,1.6884930155668644e+18,2023-08-07 10:11:20+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025325,1.4147418055523082e+18,130557513.0,[]
"@WilliamEBales2 @BlackKnight10k Russia  to Build 'Migrant Village' for Conservative American Expats. Russian  authorities will launch construction of a village outside Moscow for  conservative-minded Americans and Canadians next year, the state-run RIA Novosti news agency reported Thursday.11.05.2023",1.68849133571448e+18,2023-08-07 10:04:39+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025368,1.688340357208232e+18,1.4516036256255918e+18,[]
"@OGNurseRatchet Trump’s Blackwater pardons erase the line between slaughter and justified wartime violence
Trump's  misplaced sympathy for the Blackwater contractors undermines the  military, U.S. security and the rule of law, and hands terrorists a  weapon.
https://t.co/TrgEfXgpzu",1.6884888260317676e+18,2023-08-07 09:54:41+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025396,1.6883675728682926e+18,1.222157494656688e+18,"[{'url': 'https://t.co/TrgEfXgpzu', 'expanded_url': 'https://eu.usatoday.com/story/opinion/2020/12/23/trump-pardons-american-war-criminals-undermines-rule-law-column/4026014001/', 'display_url': 'eu.usatoday.com/story/opinion/…', 'indices': [259, 282]}]"
@OMGno2trump https://t.co/vrYa6J49oz,1.6884876155471954e+18,2023-08-07 09:49:52+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025403,1.6883074183321231e+18,8.001111810588385e+17,[]
@billparker @OMGno2trump @Emywinst https://t.co/nLV5sVbdRI,1.6884875399532997e+18,2023-08-07 09:49:34+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025410,1.6883478301826785e+18,10285952.0,[]
@7Veritas4 https://t.co/cgOdT5DbNc,1.6884867674464297e+18,2023-08-07 09:46:30+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025424,1.6883462455746028e+18,18128717.0,[]
@Blueliberals Finally justice is coming! https://t.co/xGostLdycd,1.6884862870349414e+18,2023-08-07 09:44:36+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025440,1.6884677658400358e+18,831282715.0,[]
@LovesMaine @Longjacket2 https://t.co/IQPKArpPEo,1.6884843818772849e+18,2023-08-07 09:37:01+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025461,1.6883299933261128e+18,20594278.0,[]
@oobaka @AmoneyResists Whoever would like kids of any age if they're https://t.co/fxQZcgysMC,1.68848348689673e+18,2023-08-07 09:33:28+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025475,1.688332366278697e+18,34139976.0,[]
@seanmack1025 https://t.co/QPQo72cadm,1.6884764992155238e+18,2023-08-07 09:05:42+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025742,1.68832473144585e+18,234536971.0,[]
"@AssusReamus When I felt miserably my mom told me to start thanking for everything that I had got: Food on the table, a roof over my head - you get the thought, right?
It helps to focus yourself on the good things in life than on what you've lost.",1.688306927124525e+18,2023-08-06 21:51:53+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025768,1.6882895656461883e+18,1.3284171028191887e+18,[]
@DemocraticDaisy @tommyboy0690 https://t.co/mOm4wgCYtD,1.688302698561495e+18,2023-08-06 21:35:05+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025812,1.688301057024426e+18,1.4443783802672292e+18,[]
@drdave1999 https://t.co/BBXEz537aV,1.6883022289881866e+18,2023-08-06 21:33:13+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025833,1.688300283158233e+18,279691545.0,[]
"@marlene4719 No chance, I would break down laughing https://t.co/M4YZ3reXjR",1.68829914499609e+18,2023-08-06 21:20:57+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025877,1.6882867262785083e+18,1.289991425036345e+18,[]
@marcelx2 @TheRickWilson https://t.co/tyG0NhkN19,1.68829762031215e+18,2023-08-06 21:14:54+00:00,OntjaH,1.4587128586577592e+18,,2023-08-13 13:32:06.025884,1.2700577166907023e+18,247800762.0,[]
