combination_id,similarity_scores_mean,similarity_scores_std,similarity_scores_count,similarity_scores_relative,rouge1_fmeasure_mean,rouge1_fmeasure_std,rouge1_fmeasure_count,rouge1_fmeasure_relative,rouge1_recall_mean,rouge1_recall_std,rouge1_recall_count,rouge1_recall_relative,rouge1_precision_mean,rouge1_precision_std,rouge1_precision_count,rouge1_precision_relative,rouge2_fmeasure_mean,rouge2_fmeasure_std,rouge2_fmeasure_count,rouge2_fmeasure_relative,rouge2_recall_mean,rouge2_recall_std,rouge2_recall_count,rouge2_recall_relative,rouge2_precision_mean,rouge2_precision_std,rouge2_precision_count,rouge2_precision_relative,rougel_fmeasure_mean,rougel_fmeasure_std,rougel_fmeasure_count,rougel_fmeasure_relative,rougel_recall_mean,rougel_recall_std,rougel_recall_count,rougel_recall_relative,rougel_precision_mean,rougel_precision_std,rougel_precision_count,rougel_precision_relative,rouge_avg_impact
authenticity_markers|community_role|conflict_approach|message_effectiveness|value_signals,0.7131,0.1144,4,-0.0532,0.1272,0.1288,4,-0.0838,0.1666,0.1523,4,-0.177,0.1072,0.1109,4,-0.0622,0.0408,0.0499,4,-0.0153,0.0493,0.0626,4,-0.0452,0.0351,0.0419,4,-0.0094,0.0873,0.0807,4,-0.0635,0.1185,0.0958,4,-0.1324,0.0728,0.07,4,-0.0475,-0.0542
authenticity_markers|community_role|conflict_approach|narrative_voice|reaction_patterns,0.7952,0.1038,2,0.0289,0.0764,0.0687,2,-0.1346,0.2532,0.1561,2,-0.0904,0.0454,0.0425,2,-0.124,0.0161,0.0228,2,-0.04,0.05,0.0707,2,-0.0445,0.0096,0.0136,2,-0.0349,0.0764,0.0687,2,-0.0744,0.2532,0.1561,2,0.0023,0.0454,0.0425,2,-0.0749,-0.083
authenticity_markers|community_role|conflict_approach|narrative_voice|social_orientation,0.8449,0.0591,2,0.0786,0.366,0.0995,2,0.155,0.4184,0.101,2,0.0748,0.3255,0.0961,2,0.1561,0.1091,0.0291,2,0.053,0.125,0.0295,2,0.0305,0.0968,0.0281,2,0.0523,0.2593,0.0961,2,0.1085,0.2959,0.101,2,0.045,0.2309,0.0908,2,0.1106,0.1055
authenticity_markers|community_role|conflict_approach|narrative_voice|vocabulary_range,0.7469,0.0289,2,-0.0194,0.1241,0.1073,2,-0.0869,0.2087,0.0123,2,-0.1349,0.1063,0.1116,2,-0.0631,0.0102,0.0144,2,-0.0459,0.0111,0.0157,2,-0.0834,0.0094,0.0133,2,-0.0351,0.0741,0.0366,2,-0.0767,0.1543,0.0646,2,-0.0966,0.06,0.0461,2,-0.0603,-0.06983333333333334
authenticity_markers|community_role|conflict_approach|opinion_expression|reaction_patterns,0.7047,0.0,2,-0.0616,0.1758,0.0027,2,-0.0352,0.3667,0.0471,2,0.0231,0.116,0.0024,2,-0.0534,0.0455,0.0643,2,-0.0106,0.0909,0.1286,2,-0.0036,0.0303,0.0429,2,-0.0142,0.1319,0.002,2,-0.0189,0.275,0.0354,2,0.0241,0.087,0.0018,2,-0.0333,-0.021566666666666668
authenticity_markers|community_role|conflict_approach|stress_indicators|vocabulary_range,0.7216,0.1177,2,-0.0447,0.0379,0.0107,2,-0.1731,0.0679,0.0128,2,-0.2757,0.0263,0.0084,2,-0.1431,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.0379,0.0107,2,-0.1129,0.0679,0.0128,2,-0.183,0.0263,0.0084,2,-0.094,-0.11403333333333333
authenticity_markers|community_role|content_triggers|controversy_handling|narrative_voice,0.7788,0.0037,2,0.0125,0.2117,0.0056,2,0.0007,0.3789,0.2184,2,0.0353,0.1683,0.0555,2,-0.0011,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.101,0.0041,2,-0.0498,0.1844,0.1164,2,-0.0665,0.0794,0.0211,2,-0.0409,-0.03506666666666666
authenticity_markers|community_role|content_triggers|controversy_handling|stress_indicators,0.7429,0.0305,2,-0.0234,0.1852,0.0655,2,-0.0258,0.3636,0.1928,2,0.02,0.1253,0.0358,2,-0.0441,0.0108,0.0152,2,-0.0453,0.0238,0.0337,2,-0.0707,0.0069,0.0098,2,-0.0376,0.1154,0.0453,2,-0.0354,0.2273,0.1286,2,-0.0236,0.0779,0.0254,2,-0.0424,-0.0355
authenticity_markers|community_role|content_triggers|controversy_handling|value_signals,0.7222,0.0654,2,-0.0441,0.0411,0.0581,2,-0.1699,0.15,0.2121,2,-0.1936,0.0238,0.0337,2,-0.1456,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.0411,0.0581,2,-0.1097,0.15,0.2121,2,-0.1009,0.0238,0.0337,2,-0.0965,-0.1119
authenticity_markers|community_role|content_triggers|emotional_expression|reaction_patterns,0.7693,0.0134,2,0.003,0.1233,0.0565,2,-0.0877,0.2456,0.1241,2,-0.098,0.0824,0.0364,2,-0.087,0.0213,0.0301,2,-0.0348,0.0455,0.0643,2,-0.049,0.0139,0.0196,2,-0.0306,0.0686,0.0184,2,-0.0822,0.136,0.0434,2,-0.1149,0.0459,0.0115,2,-0.0744,-0.06823333333333333
authenticity_markers|community_role|content_triggers|emotional_expression|stress_indicators,0.6817,0.0643,2,-0.0846,0.197,0.0524,2,-0.014,0.2598,0.0531,2,-0.0838,0.159,0.0481,2,-0.0104,0.0428,0.0317,2,-0.0133,0.056,0.0387,2,-0.0385,0.0347,0.0267,2,-0.0098,0.1451,0.0355,2,-0.0057,0.1914,0.035,2,-0.0595,0.1171,0.033,2,-0.0032,-0.011000000000000001
authenticity_markers|community_role|content_triggers|general_decription|punctuation_style,0.7256,0.0023,2,-0.0407,0.1978,0.1114,2,-0.0132,0.2251,0.0902,2,-0.1185,0.1798,0.1209,2,0.0104,0.0109,0.0154,2,-0.0452,0.0114,0.0161,2,-0.0831,0.0104,0.0147,2,-0.0341,0.1221,0.038,2,-0.0287,0.1423,0.0188,2,-0.1086,0.1092,0.0476,2,-0.0111,-0.02903333333333333
authenticity_markers|community_role|content_triggers|general_decription|stress_indicators,0.8269,0.0102,2,0.0606,0.4261,0.2169,2,0.2151,0.594,0.2037,2,0.2504,0.3363,0.1989,2,0.1669,0.1836,0.1713,2,0.1275,0.2478,0.2015,2,0.1533,0.1472,0.1453,2,0.1027,0.3059,0.1754,2,0.1551,0.4238,0.1751,2,0.1729,0.2421,0.158,2,0.1218,0.16590000000000002
authenticity_markers|community_role|content_triggers|language_formality|message_effectiveness,0.8586,0.01,2,0.0923,0.5643,0.0438,2,0.3533,0.5852,0.0562,2,0.2416,0.545,0.0328,2,0.3756,0.3315,0.0831,2,0.2754,0.3447,0.0928,2,0.2502,0.3194,0.0745,2,0.2749,0.4397,0.119,2,0.2889,0.4568,0.1318,2,0.2059,0.4239,0.1076,2,0.3036,0.3058666666666667
authenticity_markers|community_role|content_triggers|language_formality|opinion_expression,0.7864,0.0247,2,0.0201,0.1664,0.1287,2,-0.0446,0.4076,0.2229,2,0.064,0.1056,0.0864,2,-0.0638,0.0303,0.0429,2,-0.0258,0.0682,0.0964,2,-0.0263,0.0195,0.0275,2,-0.025,0.0872,0.0166,2,-0.0636,0.2337,0.0231,2,-0.0172,0.0543,0.0139,2,-0.066,-0.04466666666666667
authenticity_markers|community_role|content_triggers|message_effectiveness|social_orientation,0.6823,0.2089,2,-0.084,0.2222,0.3143,2,0.0112,0.5,0.7071,2,0.1564,0.1429,0.202,2,-0.0265,0.1765,0.2496,2,0.1204,0.4286,0.6061,2,0.3341,0.1111,0.1571,2,0.0666,0.2222,0.3143,2,0.0714,0.5,0.7071,2,0.2491,0.1429,0.202,2,0.0226,0.06766666666666667
authenticity_markers|community_role|content_triggers|punctuation_style|value_signals,0.7584,0.0924,4,-0.0079,0.2107,0.0688,4,-0.0003,0.3563,0.2809,4,0.0127,0.1722,0.0444,4,0.0028,0.0461,0.0611,4,-0.01,0.1026,0.1581,4,0.0081,0.0309,0.0386,4,-0.0136,0.1626,0.0621,4,0.0118,0.2802,0.2302,4,0.0293,0.1297,0.0259,4,0.0094,0.0004999999999999999
authenticity_markers|community_role|content_triggers|reaction_patterns|social_orientation,0.7547,0.0012,2,-0.0116,0.2007,0.1033,2,-0.0103,0.2575,0.1466,2,-0.0861,0.1647,0.0787,2,-0.0047,0.0646,0.0607,2,0.0085,0.0846,0.0824,2,-0.0099,0.0524,0.0479,2,0.0079,0.169,0.0885,2,0.0182,0.2169,0.1254,2,-0.034,0.1387,0.0676,2,0.0184,0.005466666666666667
authenticity_markers|community_role|controversy_handling|emotional_expression|general_decription,0.7906,0.0776,2,0.0243,0.1796,0.0749,2,-0.0314,0.3903,0.28,2,0.0467,0.1196,0.0358,2,-0.0498,0.0119,0.0168,2,-0.0442,0.0312,0.0442,2,-0.0633,0.0074,0.0104,2,-0.0371,0.1077,0.045,2,-0.0431,0.2342,0.168,2,-0.0167,0.0718,0.0215,2,-0.0485,-0.03956666666666667
authenticity_markers|community_role|controversy_handling|emotional_expression|opinion_expression,0.8652,0.056,2,0.0989,0.3234,0.0197,2,0.1124,0.4914,0.0383,2,0.1478,0.2411,0.0126,2,0.0717,0.0985,0.0703,2,0.0424,0.1524,0.1108,2,0.0579,0.0727,0.0514,2,0.0282,0.2038,0.0525,2,0.053,0.3102,0.0851,2,0.0593,0.1518,0.0379,2,0.0315,0.06926666666666666
authenticity_markers|community_role|controversy_handling|identity_projection|reaction_patterns,0.6364,0.0442,2,-0.1299,0.0698,0.0987,2,-0.1412,0.15,0.2121,2,-0.1936,0.0455,0.0643,2,-0.1239,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.0465,0.0658,2,-0.1043,0.1,0.1414,2,-0.1509,0.0303,0.0429,2,-0.09,-0.10053333333333332
authenticity_markers|community_role|controversy_handling|language_formality|message_effectiveness,0.7528,0.0684,2,-0.0135,0.1101,0.0014,2,-0.1009,0.2667,0.0943,2,-0.0769,0.0708,0.0059,2,-0.0986,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.0919,0.0271,2,-0.0589,0.2333,0.1414,2,-0.0176,0.0583,0.0118,2,-0.062,-0.07196666666666666
authenticity_markers|community_role|controversy_handling|language_formality|value_signals,0.7281,0.0235,2,-0.0382,0.1317,0.0494,2,-0.0793,0.4375,0.0884,2,0.0939,0.0778,0.0314,2,-0.0916,0.0435,0.0615,2,-0.0126,0.1429,0.202,2,0.0484,0.0256,0.0363,2,-0.0189,0.1156,0.0722,2,-0.0352,0.375,0.1768,2,0.1241,0.0685,0.0445,2,-0.0518,-0.042366666666666664
authenticity_markers|community_role|controversy_handling|message_effectiveness|narrative_voice,0.7621,0.0147,2,-0.0042,0.1411,0.0402,2,-0.0699,0.3485,0.0214,2,0.0049,0.0902,0.0332,2,-0.0792,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.096,0.056,2,-0.0548,0.2242,0.06,2,-0.0267,0.0621,0.0407,2,-0.0582,-0.06026666666666667
authenticity_markers|community_role|controversy_handling|narrative_voice|opinion_expression,0.7667,0.0294,2,0.0004,0.249,0.0215,2,0.038,0.4738,0.0915,2,0.1302,0.1693,0.008,2,-0.0001,0.0133,0.0189,2,-0.0428,0.0238,0.0337,2,-0.0707,0.0093,0.0131,2,-0.0352,0.1144,0.0516,2,-0.0364,0.222,0.1211,2,-0.0289,0.0773,0.0321,2,-0.043,-0.013733333333333334
authenticity_markers|community_role|controversy_handling|narrative_voice|reaction_patterns,0.7802,0.0338,2,0.0139,0.2551,0.1722,2,0.0441,0.5775,0.1935,2,0.2339,0.2013,0.1807,2,0.0319,0.0999,0.0251,2,0.0438,0.319,0.256,2,0.2245,0.0737,0.0409,2,0.0292,0.1826,0.0697,2,0.0318,0.4927,0.3133,2,0.2418,0.138,0.0912,2,0.0177,0.0399
authenticity_markers|community_role|controversy_handling|narrative_voice|value_signals,0.8551,0.0322,2,0.0888,0.1893,0.0002,2,-0.0217,0.3918,0.0646,2,0.0482,0.1256,0.0069,2,-0.0438,0.0461,0.026,2,-0.01,0.0933,0.0377,2,-0.0012,0.0308,0.0188,2,-0.0137,0.1653,0.0044,2,0.0145,0.3413,0.0476,2,0.0904,0.1097,0.0088,2,-0.0106,-0.005733333333333333
authenticity_markers|community_role|controversy_handling|reaction_patterns|value_signals,0.7908,0.0236,2,0.0245,0.2142,0.0399,2,0.0032,0.3143,0.1212,2,-0.0293,0.1654,0.0121,2,-0.004,0.0531,0.0415,2,-0.003,0.0837,0.0767,2,-0.0108,0.0394,0.0275,2,-0.0051,0.1723,0.0135,2,0.0215,0.25,0.0707,2,-0.0009,0.1338,0.0048,2,0.0135,0.007233333333333332
authenticity_markers|community_role|emotional_expression|narrative_voice|reaction_patterns,0.8553,0.0435,2,0.089,0.342,0.0877,2,0.131,0.4865,0.0452,2,0.1429,0.2777,0.1215,2,0.1083,0.1128,0.0137,2,0.0567,0.1735,0.081,2,0.079,0.088,0.0065,2,0.0435,0.2412,0.0017,2,0.0904,0.3586,0.1214,2,0.1077,0.1913,0.038,2,0.071,0.0927
authenticity_markers|community_role|emotional_expression|reaction_patterns|social_orientation,0.8017,0.0083,2,0.0354,0.0903,0.0266,2,-0.1207,0.2463,0.182,2,-0.0973,0.0576,0.0089,2,-0.1118,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.0903,0.0266,2,-0.0605,0.2463,0.182,2,-0.0046,0.0576,0.0089,2,-0.0627,-0.0791
authenticity_markers|community_role|general_decription|identity_projection|message_effectiveness,0.7068,0.0219,2,-0.0595,0.0752,0.0486,2,-0.1358,0.1714,0.0404,2,-0.1722,0.0496,0.0365,2,-0.1198,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.0752,0.0486,2,-0.0756,0.1714,0.0404,2,-0.0795,0.0496,0.0365,2,-0.0707,-0.08916666666666667
authenticity_markers|community_role|general_decription|identity_projection|narrative_voice,0.851,0.0001,2,0.0847,0.2237,0.148,2,0.0127,0.5023,0.0675,2,0.1587,0.1513,0.1171,2,-0.0181,0.1199,0.1351,2,0.0638,0.2342,0.1898,2,0.1397,0.083,0.0978,2,0.0385,0.1999,0.1817,2,0.0491,0.4114,0.1961,2,0.1605,0.1376,0.1364,2,0.0173,0.04186666666666666
authenticity_markers|community_role|general_decription|narrative_voice|opinion_expression,0.7525,0.0251,2,-0.0138,0.0737,0.0326,2,-0.1373,0.2197,0.075,2,-0.1239,0.0443,0.0205,2,-0.1251,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.0576,0.0098,2,-0.0932,0.1742,0.0107,2,-0.0767,0.0345,0.0066,2,-0.0858,-0.09553333333333335
authenticity_markers|community_role|general_decription|opinion_expression|vocabulary_range,0.863,0.0021,2,0.0967,0.2139,0.0197,2,0.0029,0.6218,0.1307,2,0.2782,0.1307,0.0204,2,-0.0387,0.0208,0.0295,2,-0.0353,0.0833,0.1179,2,-0.0112,0.0119,0.0168,2,-0.0326,0.1613,0.0584,2,0.0105,0.4496,0.0297,2,0.1987,0.0994,0.0419,2,-0.0209,-0.007299999999999998
authenticity_markers|community_role|identity_projection|language_formality|narrative_voice,0.7511,0.0857,2,-0.0152,0.1932,0.0207,2,-0.0178,0.239,0.066,2,-0.1046,0.165,0.0024,2,-0.0044,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.1096,0.0287,2,-0.0412,0.1374,0.0583,2,-0.1135,0.0927,0.0132,2,-0.0276,-0.03836666666666667
authenticity_markers|community_role|identity_projection|language_formality|punctuation_style,0.7239,0.0532,2,-0.0424,0.0928,0.0428,2,-0.1182,0.2385,0.2284,2,-0.1051,0.0627,0.0142,2,-0.1067,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.0516,0.0141,2,-0.0992,0.1256,0.1052,2,-0.1253,0.0357,0.0009,2,-0.0846,-0.09116666666666667
authenticity_markers|community_role|identity_projection|message_effectiveness|opinion_expression,0.7628,0.092,2,-0.0035,0.1855,0.2046,2,-0.0255,0.2325,0.152,2,-0.1111,0.1726,0.2096,2,0.0032,0.0594,0.084,2,0.0033,0.0612,0.0866,2,-0.0333,0.0577,0.0816,2,0.0132,0.1466,0.1496,2,-0.0042,0.1925,0.0955,2,-0.0584,0.1348,0.1562,2,0.0145,-0.008799999999999999
authenticity_markers|community_role|identity_projection|message_effectiveness|social_orientation,0.8775,0.0064,2,0.1112,0.4652,0.242,2,0.2542,0.7316,0.2028,2,0.388,0.348,0.2149,2,0.1786,0.278,0.2646,2,0.2219,0.4163,0.3236,2,0.3218,0.2118,0.2147,2,0.1673,0.3723,0.277,2,0.2215,0.5671,0.3029,2,0.3162,0.282,0.2325,2,0.1617,0.23253333333333334
authenticity_markers|community_role|identity_projection|punctuation_style|vocabulary_range,0.7453,0.0108,2,-0.021,0.1479,0.0925,2,-0.0631,0.3282,0.1314,2,-0.0154,0.0964,0.0657,2,-0.073,0.0411,0.0581,2,-0.015,0.0833,0.1179,2,-0.0112,0.0273,0.0386,2,-0.0172,0.1346,0.0737,2,-0.0162,0.3019,0.0941,2,0.051,0.0875,0.053,2,-0.0328,-0.031433333333333334
authenticity_markers|community_role|language_formality|message_effectiveness|narrative_voice,0.7417,0.0658,2,-0.0246,0.2173,0.1052,2,0.0063,0.4417,0.0354,2,0.0981,0.1492,0.089,2,-0.0202,0.0213,0.0301,2,-0.0348,0.0345,0.0488,2,-0.06,0.0154,0.0218,2,-0.0291,0.147,0.0867,2,-0.0038,0.2917,0.0589,2,0.0408,0.1016,0.0706,2,-0.0187,-0.010766666666666666
authenticity_markers|community_role|language_formality|message_effectiveness|punctuation_style,0.8556,0.0148,2,0.0893,0.3823,0.1121,2,0.1713,0.494,0.1094,2,0.1504,0.3126,0.1054,2,0.1432,0.1556,0.1759,2,0.0995,0.1967,0.2167,2,0.1022,0.1289,0.1477,2,0.0844,0.2832,0.1434,2,0.1324,0.3631,0.1599,2,0.1122,0.2327,0.1271,2,0.1124,0.1344
authenticity_markers|community_role|language_formality|narrative_voice|opinion_expression,0.8319,0.0137,2,0.0656,0.1838,0.0608,2,-0.0272,0.3504,0.0095,2,0.0068,0.1285,0.0576,2,-0.0409,0.0395,0.0261,2,-0.0166,0.0931,0.086,2,-0.0014,0.0257,0.0142,2,-0.0188,0.1182,0.0078,2,-0.0326,0.2366,0.0694,2,-0.0143,0.0812,0.0156,2,-0.0391,-0.025466666666666665
authenticity_markers|community_role|language_formality|narrative_voice|punctuation_style,0.8353,0.0189,2,0.069,0.1921,0.0455,2,-0.0189,0.3246,0.0124,2,-0.019,0.1396,0.0485,2,-0.0298,0.0685,0.0379,2,0.0124,0.113,0.0313,2,0.0185,0.0503,0.0329,2,0.0058,0.1548,0.0074,2,0.004,0.2719,0.0868,2,0.021,0.1106,0.0076,2,-0.0097,-0.0008333333333333335
authenticity_markers|community_role|language_formality|opinion_expression|punctuation_style,0.7307,0.0637,4,-0.0356,0.1728,0.0829,4,-0.0382,0.5604,0.2566,4,0.2168,0.1023,0.0498,4,-0.0671,0.0563,0.0483,4,0.0002,0.1891,0.155,4,0.0946,0.0331,0.0286,4,-0.0114,0.1296,0.0444,4,-0.0212,0.4209,0.1337,4,0.17,0.0767,0.0269,4,-0.0436,-0.019733333333333335
authenticity_markers|community_role|language_formality|opinion_expression|stress_indicators,0.7887,0.0589,4,0.0224,0.2071,0.1462,4,-0.0039,0.3402,0.2669,4,-0.0034,0.1609,0.1005,4,-0.0085,0.0556,0.093,4,-0.0005,0.1042,0.1577,4,0.0097,0.0385,0.0658,4,-0.006,0.1604,0.1366,4,0.0096,0.2704,0.2432,4,0.0195,0.122,0.0935,4,0.0017,0.0017333333333333333
authenticity_markers|community_role|language_formality|social_orientation|value_signals,0.7591,0.1104,2,-0.0072,0.2757,0.0538,2,0.0647,0.348,0.0881,2,0.0044,0.2287,0.0358,2,0.0593,0.1004,0.0277,2,0.0443,0.1277,0.0427,2,0.0332,0.0829,0.0197,2,0.0384,0.197,0.0265,2,0.0462,0.2482,0.0479,2,-0.0027,0.1636,0.0156,2,0.0433,0.051733333333333326
authenticity_markers|community_role|language_formality|stress_indicators|value_signals,0.7758,0.0543,2,0.0095,0.1959,0.2247,2,-0.0151,0.3245,0.1761,2,-0.0191,0.1569,0.193,2,-0.0125,0.041,0.058,2,-0.0151,0.0521,0.0737,2,-0.0424,0.0338,0.0478,2,-0.0107,0.1072,0.0993,2,-0.0436,0.2122,0.0173,2,-0.0387,0.0835,0.0893,2,-0.0368,-0.0246
authenticity_markers|community_role|language_formality|value_signals|vocabulary_range,0.8269,0.0039,2,0.0606,0.4408,0.0153,2,0.2298,0.7347,0.1656,2,0.3911,0.3217,0.0484,2,0.1523,0.2242,0.0062,2,0.1681,0.3823,0.1121,2,0.2878,0.1622,0.0145,2,0.1177,0.3188,0.025,2,0.168,0.5392,0.1802,2,0.2883,0.2311,0.0087,2,0.1108,0.18863333333333335
authenticity_markers|community_role|message_effectiveness|narrative_voice|opinion_expression,0.8362,0.0859,4,0.0699,0.391,0.2518,4,0.18,0.5071,0.2999,4,0.1635,0.3264,0.2319,4,0.157,0.2198,0.2307,4,0.1637,0.2785,0.293,4,0.184,0.1866,0.2011,4,0.1421,0.3604,0.287,4,0.2096,0.4617,0.3506,4,0.2108,0.3034,0.2578,4,0.1831,0.18443333333333334
authenticity_markers|community_role|message_effectiveness|narrative_voice|stress_indicators,0.7746,0.0752,2,0.0083,0.2217,0.1185,2,0.0107,0.3867,0.0754,2,0.0431,0.1605,0.104,2,-0.0089,0.0807,0.0475,2,0.0246,0.1422,0.0347,2,0.0477,0.0582,0.0407,2,0.0137,0.1317,0.0887,2,-0.0191,0.2233,0.0801,2,-0.0276,0.0962,0.0746,2,-0.0241,0.005399999999999999
authenticity_markers|community_role|message_effectiveness|narrative_voice|vocabulary_range,0.7821,0.0792,2,0.0158,0.1352,0.0088,2,-0.0758,0.4022,0.1383,2,0.0586,0.0831,0.0127,2,-0.0863,0.0333,0.0471,2,-0.0228,0.1429,0.202,2,0.0484,0.0189,0.0267,2,-0.0256,0.1049,0.0341,2,-0.0459,0.337,0.2306,2,0.0861,0.0634,0.0152,2,-0.0569,-0.04816666666666667
authenticity_markers|community_role|message_effectiveness|social_orientation|value_signals,0.6704,0.0689,2,-0.0959,0.1285,0.0486,2,-0.0825,0.2094,0.081,2,-0.1342,0.1161,0.0833,2,-0.0533,0.0,0.0,2,-0.0561,0.0,0.0,2,-0.0945,0.0,0.0,2,-0.0445,0.07,0.0325,2,-0.0808,0.1101,0.0328,2,-0.1408,0.0643,0.0505,2,-0.056,-0.07313333333333333
authenticity_markers|community_role|message_effectiveness|social_orientation|vocabulary_range,0.8328,0.007,2,0.0665,0.4028,0.0258,2,0.1918,0.6008,0.2382,2,0.2572,0.3333,0.1088,2,0.1639,0.1676,0.0459,2,0.1115,0.2778,0.1964,2,0.1833,0.1316,0.0,2,0.0871,0.3188,0.0701,2,0.168,0.4584,0.1132,2,0.2075,0.2692,0.1269,2,0.1489,0.15710000000000002
authenticity_markers|community_role|narrative_voice|punctuation_style|reaction_patterns,0.7412,0.0104,2,-0.0251,0.1221,0.0264,2,-0.0889,0.5238,0.2694,2,0.1802,0.0697,0.012,2,-0.0997,0.029,0.041,2,-0.0271,0.1667,0.2357,2,0.0722,0.0159,0.0224,2,-0.0286,0.1081,0.0065,2,-0.0427,0.4524,0.1684,2,0.2015,0.0619,0.0009,2,-0.0584,-0.0529
authenticity_markers|community_role|narrative_voice|punctuation_style|stress_indicators,0.6959,0.0379,2,-0.0704,0.2202,0.0543,2,0.0092,0.2779,0.0073,2,-0.0657,0.1872,0.0719,2,0.0178,0.0191,0.0022,2,-0.037,0.0252,0.0085,2,-0.0693,0.0158,0.0005,2,-0.0287,0.0921,0.016,2,-0.0587,0.1172,0.0057,2,-0.1337,0.0779,0.0245,2,-0.0424,-0.028833333333333332
authenticity_markers|community_role|narrative_voice|social_orientation|stress_indicators,0.8259,0.0124,2,0.0596,0.4281,0.145,2,0.2171,0.5556,0.2357,2,0.212,0.3497,0.0985,2,0.1803,0.2178,0.1734,2,0.1617,0.2924,0.2519,2,0.1979,0.1741,0.1308,2,0.1296,0.2767,0.1282,2,0.1259,0.3611,0.1964,2,0.1102,0.2252,0.0922,2,0.1049,0.16823333333333335
authenticity_markers|community_role|narrative_voice|value_signals|vocabulary_range,0.6969,0.0234,2,-0.0694,0.1438,0.0288,2,-0.0672,0.2724,0.0861,2,-0.0712,0.105,0.0413,2,-0.0644,0.0227,0.0321,2,-0.0334,0.0294,0.0416,2,-0.0651,0.0185,0.0262,2,-0.026,0.0818,0.0109,2,-0.069,0.1577,0.0598,2,-0.0932,0.0593,0.0196,2,-0.061,-0.05653333333333333
authenticity_markers|community_role|opinion_expression|reaction_patterns|social_orientation,0.7647,0.0331,2,-0.0016,0.1688,0.0551,2,-0.0422,0.247,0.0435,2,-0.0966,0.1424,0.0815,2,-0.027,0.0133,0.0189,2,-0.0428,0.0294,0.0416,2,-0.0651,0.0086,0.0122,2,-0.0359,0.0909,0.0184,2,-0.0599,0.1374,0.0414,2,-0.1135,0.0754,0.0348,2,-0.0449,-0.0483
authenticity_markers|community_role|punctuation_style|reaction_patterns|social_orientation,0.7064,0.0125,2,-0.0599,0.2094,0.0133,2,-0.0016,0.2844,0.0928,2,-0.0592,0.1717,0.0178,2,0.0023,0.0645,0.0912,2,0.0084,0.1053,0.1489,2,0.0108,0.0465,0.0658,2,0.002,0.1509,0.0518,2,0.0001,0.2125,0.1237,2,-0.0384,0.1208,0.022,2,0.0005,0.0023
authenticity_markers|community_role|punctuation_style|social_orientation|value_signals,0.7345,0.0153,2,-0.0318,0.2916,0.0015,2,0.0806,0.3067,0.0198,2,-0.0369,0.2792,0.0191,2,0.1098,0.0261,0.0369,2,-0.03,0.0288,0.0408,2,-0.0657,0.0238,0.0337,2,-0.0207,0.1586,0.0174,2,0.0078,0.1675,0.0299,2,-0.0834,0.1513,0.007,2,0.031,0.01946666666666667
authenticity_markers|community_role|reaction_patterns|social_orientation|value_signals,0.6963,0.0243,2,-0.07,0.1059,0.0367,2,-0.1051,0.2218,0.0904,2,-0.1218,0.0799,0.0472,2,-0.0895,0.0208,0.0295,2,-0.0353,0.0833,0.1179,2,-0.0112,0.0119,0.0168,2,-0.0326,0.0949,0.0211,2,-0.0559,0.2086,0.109,2,-0.0423,0.0704,0.0338,2,-0.0499,-0.06543333333333333
authenticity_markers|conflict_approach|content_triggers|controversy_handling|identity_projection,0.7273,0.0778,2,-0.039,0.0615,0.087,2,-0.1495,0.1667,0.2357,2,-0.1769,0.0377,0.0534,2,-0.1317,0.0159,0.0224,2,-0.0402,0.0455,0.0643,2,-0.049,0.0096,0.0136,2,-0.0349,0.0308,0.0435,2,-0.12,0.0833,0.1179,2,-0.1676,0.0189,0.0267,2,-0.1014,-0.10323333333333333
authenticity_markers|conflict_approach|content_triggers|controversy_handling|message_effectiveness,0.7425,0.0766,2,-0.0238,0.2496,0.0643,2,0.0386,0.3917,0.0825,2,0.0481,0.1833,0.0512,2,0.0139,0.0382,0.0061,2,-0.0179,0.062,0.0133,2,-0.0325,0.0277,0.0037,2,-0.0168,0.1964,0.0468,2,0.0456,0.3083,0.0589,2,0.0574,0.1442,0.0375,2,0.0239,0.022099999999999998
