combination,frequency,percentage
brevity_style|cognitive_patterns|narrative_voice|opinion_expression|social_orientation,2,0.02
brevity_style|message_effectiveness|opinion_expression|punctuation_style|reaction_patterns,2,0.02
belief_expression|conflict_approach|general_decription|message_effectiveness|narrative_voice,2,0.02
authenticity_markers|language_formality|punctuation_style|social_orientation|value_signals,2,0.02
brevity_style|community_role|identity_projection|narrative_voice|opinion_expression,2,0.02
cognitive_patterns|community_role|controversy_handling|stress_indicators|value_signals,2,0.02
adaptability_signs|belief_expression|emotional_expression|narrative_voice|vocabulary_range,2,0.02
authenticity_markers|brevity_style|conflict_approach|controversy_handling|opinion_expression,2,0.02
belief_expression|message_effectiveness|opinion_expression|punctuation_style|stress_indicators,2,0.02
belief_expression|brevity_style|community_role|message_effectiveness|social_orientation,2,0.02
authenticity_markers|cognitive_patterns|message_effectiveness|punctuation_style|social_orientation,2,0.02
conflict_approach|controversy_handling|general_decription|identity_projection|narrative_voice,2,0.02
belief_expression|controversy_handling|general_decription|message_effectiveness|social_orientation,2,0.02
authenticity_markers|belief_expression|narrative_voice|punctuation_style|value_signals,2,0.02
adaptability_signs|community_role|narrative_voice|punctuation_style|reaction_patterns,2,0.02
brevity_style|conflict_approach|content_triggers|language_formality|message_effectiveness,2,0.02
adaptability_signs|authenticity_markers|content_triggers|identity_projection|value_signals,2,0.02
authenticity_markers|belief_expression|cognitive_patterns|language_formality|social_orientation,2,0.02
brevity_style|content_triggers|identity_projection|message_effectiveness|narrative_voice,2,0.02
cognitive_patterns|controversy_handling|message_effectiveness|punctuation_style|social_orientation,2,0.02
authenticity_markers|community_role|controversy_handling|language_formality|message_effectiveness,2,0.02
brevity_style|cognitive_patterns|community_role|controversy_handling|message_effectiveness,2,0.02
brevity_style|content_triggers|language_formality|message_effectiveness|social_orientation,2,0.02
belief_expression|community_role|conflict_approach|controversy_handling|reaction_patterns,2,0.02
adaptability_signs|content_triggers|controversy_handling|opinion_expression|punctuation_style,2,0.02
adaptability_signs|community_role|opinion_expression|social_orientation|vocabulary_range,2,0.02
adaptability_signs|belief_expression|cognitive_patterns|content_triggers|reaction_patterns,2,0.02
adaptability_signs|authenticity_markers|punctuation_style|stress_indicators|value_signals,2,0.02
authenticity_markers|belief_expression|brevity_style|message_effectiveness|punctuation_style,2,0.02
authenticity_markers|content_triggers|controversy_handling|message_effectiveness|reaction_patterns,2,0.02
community_role|emotional_expression|identity_projection|opinion_expression|vocabulary_range,2,0.02
belief_expression|message_effectiveness|narrative_voice|punctuation_style|social_orientation,2,0.02
cognitive_patterns|community_role|controversy_handling|emotional_expression|punctuation_style,2,0.02
controversy_handling|identity_projection|message_effectiveness|narrative_voice|opinion_expression,2,0.02
belief_expression|brevity_style|narrative_voice|stress_indicators|vocabulary_range,2,0.02
cognitive_patterns|community_role|conflict_approach|emotional_expression|punctuation_style,2,0.02
belief_expression|content_triggers|controversy_handling|identity_projection|value_signals,2,0.02
controversy_handling|identity_projection|language_formality|narrative_voice|vocabulary_range,2,0.02
adaptability_signs|authenticity_markers|content_triggers|identity_projection|language_formality,2,0.02
adaptability_signs|cognitive_patterns|narrative_voice|opinion_expression|stress_indicators,2,0.02
cognitive_patterns|content_triggers|emotional_expression|narrative_voice|social_orientation,2,0.02
adaptability_signs|identity_projection|language_formality|punctuation_style|vocabulary_range,2,0.02
belief_expression|cognitive_patterns|community_role|emotional_expression|language_formality,2,0.02
belief_expression|conflict_approach|controversy_handling|emotional_expression|identity_projection,2,0.02
cognitive_patterns|conflict_approach|controversy_handling|narrative_voice|value_signals,2,0.02
cognitive_patterns|general_decription|identity_projection|narrative_voice|reaction_patterns,2,0.02
cognitive_patterns|narrative_voice|punctuation_style|reaction_patterns|value_signals,2,0.02
authenticity_markers|brevity_style|conflict_approach|reaction_patterns|social_orientation,2,0.02
cognitive_patterns|content_triggers|emotional_expression|opinion_expression|stress_indicators,2,0.02
brevity_style|community_role|conflict_approach|emotional_expression|narrative_voice,2,0.02
identity_projection|narrative_voice|opinion_expression|stress_indicators|value_signals,2,0.02
cognitive_patterns|controversy_handling|identity_projection|message_effectiveness|vocabulary_range,2,0.02
belief_expression|conflict_approach|identity_projection|social_orientation|vocabulary_range,2,0.02
conflict_approach|narrative_voice|opinion_expression|punctuation_style|value_signals,2,0.02
authenticity_markers|cognitive_patterns|content_triggers|identity_projection|punctuation_style,2,0.02
cognitive_patterns|controversy_handling|emotional_expression|identity_projection|reaction_patterns,2,0.02
emotional_expression|identity_projection|message_effectiveness|reaction_patterns|vocabulary_range,2,0.02
authenticity_markers|content_triggers|message_effectiveness|opinion_expression|punctuation_style,2,0.02
cognitive_patterns|controversy_handling|general_decription|identity_projection|value_signals,2,0.02
adaptability_signs|conflict_approach|content_triggers|message_effectiveness|opinion_expression,2,0.02
brevity_style|community_role|content_triggers|emotional_expression|message_effectiveness,2,0.02
authenticity_markers|general_decription|reaction_patterns|social_orientation|value_signals,2,0.02
brevity_style|community_role|content_triggers|language_formality|stress_indicators,2,0.02
adaptability_signs|authenticity_markers|belief_expression|general_decription|identity_projection,2,0.02
adaptability_signs|brevity_style|content_triggers|opinion_expression|reaction_patterns,2,0.02
adaptability_signs|belief_expression|emotional_expression|language_formality|stress_indicators,2,0.02
brevity_style|cognitive_patterns|general_decription|identity_projection|message_effectiveness,2,0.02
emotional_expression|opinion_expression|punctuation_style|reaction_patterns|stress_indicators,2,0.02
cognitive_patterns|community_role|message_effectiveness|value_signals|vocabulary_range,2,0.02
emotional_expression|general_decription|identity_projection|stress_indicators|value_signals,2,0.02
cognitive_patterns|punctuation_style|reaction_patterns|social_orientation|value_signals,2,0.02
authenticity_markers|belief_expression|brevity_style|conflict_approach|language_formality,2,0.02
conflict_approach|emotional_expression|narrative_voice|value_signals|vocabulary_range,2,0.02
adaptability_signs|emotional_expression|general_decription|message_effectiveness|narrative_voice,2,0.02
belief_expression|content_triggers|message_effectiveness|reaction_patterns|value_signals,2,0.02
brevity_style|emotional_expression|identity_projection|message_effectiveness|punctuation_style,2,0.02
adaptability_signs|belief_expression|social_orientation|stress_indicators|vocabulary_range,2,0.02
belief_expression|emotional_expression|general_decription|identity_projection|reaction_patterns,2,0.02
adaptability_signs|belief_expression|controversy_handling|language_formality|vocabulary_range,2,0.02
belief_expression|controversy_handling|punctuation_style|social_orientation|vocabulary_range,2,0.02
conflict_approach|emotional_expression|reaction_patterns|social_orientation|stress_indicators,2,0.02
authenticity_markers|cognitive_patterns|general_decription|reaction_patterns|social_orientation,2,0.02
belief_expression|cognitive_patterns|controversy_handling|punctuation_style|value_signals,2,0.02
authenticity_markers|emotional_expression|opinion_expression|punctuation_style|vocabulary_range,2,0.02
adaptability_signs|brevity_style|content_triggers|emotional_expression|opinion_expression,2,0.02
authenticity_markers|general_decription|message_effectiveness|opinion_expression|punctuation_style,2,0.02
emotional_expression|narrative_voice|opinion_expression|value_signals|vocabulary_range,2,0.02
message_effectiveness|social_orientation|stress_indicators|value_signals|vocabulary_range,2,0.02
cognitive_patterns|conflict_approach|general_decription|identity_projection|social_orientation,2,0.02
adaptability_signs|cognitive_patterns|emotional_expression|language_formality|narrative_voice,2,0.02
community_role|content_triggers|controversy_handling|identity_projection|vocabulary_range,2,0.02
authenticity_markers|brevity_style|identity_projection|reaction_patterns|value_signals,2,0.02
cognitive_patterns|emotional_expression|message_effectiveness|narrative_voice|social_orientation,2,0.02
adaptability_signs|conflict_approach|emotional_expression|stress_indicators|value_signals,2,0.02
belief_expression|cognitive_patterns|community_role|social_orientation|value_signals,2,0.02
authenticity_markers|cognitive_patterns|community_role|content_triggers|language_formality,2,0.02
general_decription|identity_projection|message_effectiveness|social_orientation|stress_indicators,2,0.02
authenticity_markers|emotional_expression|narrative_voice|opinion_expression|vocabulary_range,2,0.02
adaptability_signs|authenticity_markers|brevity_style|controversy_handling|narrative_voice,2,0.02
adaptability_signs|authenticity_markers|brevity_style|identity_projection|message_effectiveness,2,0.02
adaptability_signs|belief_expression|cognitive_patterns|conflict_approach|content_triggers,2,0.02
belief_expression|cognitive_patterns|conflict_approach|opinion_expression|vocabulary_range,2,0.02
cognitive_patterns|content_triggers|language_formality|message_effectiveness|value_signals,2,0.02
belief_expression|cognitive_patterns|community_role|content_triggers|punctuation_style,2,0.02
adaptability_signs|conflict_approach|controversy_handling|language_formality|punctuation_style,2,0.02
cognitive_patterns|language_formality|opinion_expression|punctuation_style|social_orientation,2,0.02
authenticity_markers|cognitive_patterns|community_role|reaction_patterns|stress_indicators,2,0.02
adaptability_signs|belief_expression|general_decription|social_orientation|vocabulary_range,2,0.02
adaptability_signs|cognitive_patterns|general_decription|identity_projection|punctuation_style,2,0.02
belief_expression|content_triggers|opinion_expression|social_orientation|value_signals,2,0.02
belief_expression|community_role|conflict_approach|general_decription|identity_projection,2,0.02
cognitive_patterns|general_decription|language_formality|value_signals|vocabulary_range,2,0.02
adaptability_signs|controversy_handling|language_formality|reaction_patterns|stress_indicators,2,0.02
adaptability_signs|belief_expression|content_triggers|punctuation_style|social_orientation,2,0.02
conflict_approach|content_triggers|emotional_expression|message_effectiveness|narrative_voice,2,0.02
adaptability_signs|conflict_approach|narrative_voice|value_signals|vocabulary_range,2,0.02
authenticity_markers|cognitive_patterns|conflict_approach|opinion_expression|stress_indicators,2,0.02
identity_projection|language_formality|narrative_voice|value_signals|vocabulary_range,2,0.02
authenticity_markers|brevity_style|community_role|emotional_expression|stress_indicators,2,0.02
adaptability_signs|cognitive_patterns|emotional_expression|punctuation_style|value_signals,2,0.02
brevity_style|conflict_approach|identity_projection|message_effectiveness|stress_indicators,2,0.02
authenticity_markers|controversy_handling|message_effectiveness|opinion_expression|punctuation_style,2,0.02
controversy_handling|opinion_expression|punctuation_style|value_signals|vocabulary_range,2,0.02
adaptability_signs|conflict_approach|content_triggers|punctuation_style|reaction_patterns,2,0.02
conflict_approach|controversy_handling|opinion_expression|stress_indicators|value_signals,2,0.02
cognitive_patterns|emotional_expression|general_decription|identity_projection|punctuation_style,2,0.02
belief_expression|emotional_expression|identity_projection|social_orientation|value_signals,2,0.02
content_triggers|controversy_handling|language_formality|punctuation_style|reaction_patterns,2,0.02
authenticity_markers|brevity_style|community_role|message_effectiveness|value_signals,2,0.02
authenticity_markers|brevity_style|cognitive_patterns|controversy_handling|language_formality,2,0.02
belief_expression|cognitive_patterns|controversy_handling|reaction_patterns|social_orientation,2,0.02
cognitive_patterns|community_role|controversy_handling|identity_projection|opinion_expression,2,0.02
belief_expression|cognitive_patterns|conflict_approach|controversy_handling|stress_indicators,2,0.02
adaptability_signs|belief_expression|content_triggers|identity_projection|opinion_expression,2,0.02
content_triggers|language_formality|opinion_expression|social_orientation|value_signals,2,0.02
belief_expression|controversy_handling|identity_projection|social_orientation|stress_indicators,2,0.02
authenticity_markers|conflict_approach|general_decription|language_formality|message_effectiveness,2,0.02
adaptability_signs|community_role|conflict_approach|controversy_handling|value_signals,2,0.02
conflict_approach|content_triggers|emotional_expression|opinion_expression|stress_indicators,2,0.02
cognitive_patterns|content_triggers|controversy_handling|general_decription|value_signals,2,0.02
authenticity_markers|brevity_style|general_decription|identity_projection|vocabulary_range,2,0.02
adaptability_signs|conflict_approach|language_formality|social_orientation|stress_indicators,2,0.02
belief_expression|community_role|content_triggers|message_effectiveness|vocabulary_range,2,0.02
adaptability_signs|brevity_style|cognitive_patterns|conflict_approach|emotional_expression,2,0.02
adaptability_signs|authenticity_markers|conflict_approach|value_signals|vocabulary_range,2,0.02
authenticity_markers|brevity_style|community_role|emotional_expression|narrative_voice,2,0.02
authenticity_markers|community_role|narrative_voice|punctuation_style|stress_indicators,2,0.02
cognitive_patterns|community_role|conflict_approach|emotional_expression|narrative_voice,2,0.02
adaptability_signs|brevity_style|narrative_voice|opinion_expression|reaction_patterns,2,0.02
adaptability_signs|authenticity_markers|general_decription|narrative_voice|vocabulary_range,2,0.02
belief_expression|controversy_handling|identity_projection|punctuation_style|vocabulary_range,2,0.02
adaptability_signs|brevity_style|conflict_approach|controversy_handling|social_orientation,2,0.02
adaptability_signs|cognitive_patterns|conflict_approach|opinion_expression|value_signals,2,0.02
brevity_style|controversy_handling|general_decription|identity_projection|value_signals,2,0.02
brevity_style|content_triggers|general_decription|opinion_expression|value_signals,2,0.02
authenticity_markers|belief_expression|cognitive_patterns|language_formality|narrative_voice,2,0.02
community_role|emotional_expression|general_decription|opinion_expression|reaction_patterns,2,0.02
belief_expression|brevity_style|message_effectiveness|opinion_expression|value_signals,2,0.02
community_role|content_triggers|narrative_voice|opinion_expression|stress_indicators,2,0.02
emotional_expression|language_formality|message_effectiveness|narrative_voice|opinion_expression,2,0.02
general_decription|identity_projection|narrative_voice|social_orientation|value_signals,2,0.02
brevity_style|community_role|identity_projection|social_orientation|vocabulary_range,2,0.02
community_role|controversy_handling|emotional_expression|language_formality|vocabulary_range,2,0.02
community_role|content_triggers|general_decription|reaction_patterns|social_orientation,2,0.02
general_decription|identity_projection|message_effectiveness|narrative_voice|vocabulary_range,2,0.02
cognitive_patterns|community_role|content_triggers|opinion_expression|reaction_patterns,2,0.02
belief_expression|conflict_approach|general_decription|reaction_patterns|value_signals,2,0.02
belief_expression|cognitive_patterns|identity_projection|language_formality|punctuation_style,2,0.02
belief_expression|community_role|language_formality|narrative_voice|vocabulary_range,2,0.02
community_role|conflict_approach|controversy_handling|identity_projection|opinion_expression,2,0.02
authenticity_markers|belief_expression|controversy_handling|general_decription|vocabulary_range,2,0.02
conflict_approach|emotional_expression|identity_projection|punctuation_style|vocabulary_range,2,0.02
brevity_style|cognitive_patterns|language_formality|opinion_expression|vocabulary_range,2,0.02
authenticity_markers|belief_expression|controversy_handling|punctuation_style|social_orientation,2,0.02
authenticity_markers|cognitive_patterns|emotional_expression|general_decription|opinion_expression,2,0.02
adaptability_signs|cognitive_patterns|message_effectiveness|social_orientation|value_signals,2,0.02
brevity_style|cognitive_patterns|community_role|conflict_approach|reaction_patterns,2,0.02
adaptability_signs|controversy_handling|punctuation_style|value_signals|vocabulary_range,2,0.02
authenticity_markers|belief_expression|brevity_style|value_signals|vocabulary_range,2,0.02
authenticity_markers|brevity_style|community_role|message_effectiveness|narrative_voice,2,0.02
brevity_style|cognitive_patterns|emotional_expression|identity_projection|social_orientation,2,0.02
authenticity_markers|general_decription|identity_projection|message_effectiveness|narrative_voice,2,0.02
community_role|controversy_handling|general_decription|language_formality|vocabulary_range,2,0.02
adaptability_signs|cognitive_patterns|general_decription|opinion_expression|punctuation_style,2,0.02
authenticity_markers|conflict_approach|content_triggers|general_decription|stress_indicators,2,0.02
cognitive_patterns|community_role|opinion_expression|reaction_patterns|vocabulary_range,2,0.02
adaptability_signs|community_role|general_decription|stress_indicators|vocabulary_range,2,0.02
conflict_approach|content_triggers|controversy_handling|general_decription|narrative_voice,2,0.02
authenticity_markers|emotional_expression|narrative_voice|opinion_expression|punctuation_style,2,0.02
cognitive_patterns|community_role|language_formality|punctuation_style|stress_indicators,2,0.02
authenticity_markers|belief_expression|message_effectiveness|narrative_voice|opinion_expression,2,0.02
adaptability_signs|brevity_style|content_triggers|general_decription|reaction_patterns,2,0.02
brevity_style|community_role|content_triggers|opinion_expression|value_signals,2,0.02
authenticity_markers|belief_expression|cognitive_patterns|emotional_expression|vocabulary_range,2,0.02
authenticity_markers|community_role|identity_projection|language_formality|punctuation_style,2,0.02
belief_expression|content_triggers|identity_projection|language_formality|reaction_patterns,2,0.02
belief_expression|conflict_approach|content_triggers|opinion_expression|reaction_patterns,2,0.02
community_role|content_triggers|identity_projection|narrative_voice|opinion_expression,2,0.02
authenticity_markers|identity_projection|language_formality|message_effectiveness|punctuation_style,2,0.02
cognitive_patterns|opinion_expression|social_orientation|stress_indicators|vocabulary_range,2,0.02
belief_expression|emotional_expression|general_decription|opinion_expression|reaction_patterns,2,0.02
authenticity_markers|cognitive_patterns|emotional_expression|social_orientation|stress_indicators,2,0.02
authenticity_markers|belief_expression|emotional_expression|identity_projection|reaction_patterns,2,0.02
content_triggers|identity_projection|opinion_expression|social_orientation|vocabulary_range,2,0.02
authenticity_markers|cognitive_patterns|identity_projection|reaction_patterns|stress_indicators,2,0.02
authenticity_markers|brevity_style|community_role|message_effectiveness|punctuation_style,2,0.02
general_decription|narrative_voice|stress_indicators|value_signals|vocabulary_range,2,0.02
adaptability_signs|cognitive_patterns|community_role|emotional_expression|social_orientation,2,0.02
authenticity_markers|brevity_style|content_triggers|controversy_handling|social_orientation,2,0.02
adaptability_signs|authenticity_markers|brevity_style|content_triggers|vocabulary_range,2,0.02
authenticity_markers|content_triggers|language_formality|stress_indicators|value_signals,2,0.02
authenticity_markers|emotional_expression|general_decription|punctuation_style|stress_indicators,2,0.02
adaptability_signs|belief_expression|brevity_style|identity_projection|reaction_patterns,2,0.02
community_role|emotional_expression|opinion_expression|punctuation_style|reaction_patterns,2,0.02
conflict_approach|content_triggers|emotional_expression|value_signals|vocabulary_range,2,0.02
belief_expression|cognitive_patterns|content_triggers|stress_indicators|value_signals,2,0.02
adaptability_signs|belief_expression|community_role|general_decription|punctuation_style,2,0.02
brevity_style|cognitive_patterns|controversy_handling|narrative_voice|punctuation_style,2,0.02
emotional_expression|identity_projection|message_effectiveness|punctuation_style|social_orientation,2,0.02
authenticity_markers|cognitive_patterns|identity_projection|language_formality|value_signals,2,0.02
cognitive_patterns|content_triggers|emotional_expression|general_decription|social_orientation,2,0.02
adaptability_signs|general_decription|opinion_expression|punctuation_style|stress_indicators,2,0.02
adaptability_signs|general_decription|identity_projection|narrative_voice|social_orientation,2,0.02
cognitive_patterns|general_decription|message_effectiveness|narrative_voice|punctuation_style,2,0.02
authenticity_markers|conflict_approach|content_triggers|general_decription|social_orientation,2,0.02
adaptability_signs|brevity_style|punctuation_style|stress_indicators|vocabulary_range,2,0.02
community_role|emotional_expression|identity_projection|language_formality|message_effectiveness,2,0.02
general_decription|message_effectiveness|opinion_expression|reaction_patterns|vocabulary_range,2,0.02
adaptability_signs|conflict_approach|punctuation_style|reaction_patterns|vocabulary_range,2,0.02
cognitive_patterns|emotional_expression|identity_projection|narrative_voice|social_orientation,2,0.02
controversy_handling|message_effectiveness|narrative_voice|social_orientation|vocabulary_range,2,0.02
community_role|content_triggers|social_orientation|stress_indicators|value_signals,2,0.02
cognitive_patterns|content_triggers|general_decription|message_effectiveness|value_signals,2,0.02
adaptability_signs|cognitive_patterns|conflict_approach|punctuation_style|vocabulary_range,2,0.02
general_decription|language_formality|opinion_expression|reaction_patterns|stress_indicators,2,0.02
emotional_expression|opinion_expression|social_orientation|value_signals|vocabulary_range,2,0.02
belief_expression|community_role|narrative_voice|social_orientation|vocabulary_range,2,0.02
authenticity_markers|narrative_voice|punctuation_style|value_signals|vocabulary_range,2,0.02
community_role|content_triggers|emotional_expression|identity_projection|message_effectiveness,2,0.02
cognitive_patterns|controversy_handling|message_effectiveness|opinion_expression|punctuation_style,2,0.02
belief_expression|cognitive_patterns|controversy_handling|general_decription|stress_indicators,2,0.02
content_triggers|language_formality|message_effectiveness|narrative_voice|opinion_expression,2,0.02
general_decription|narrative_voice|opinion_expression|reaction_patterns|vocabulary_range,2,0.02
authenticity_markers|cognitive_patterns|community_role|controversy_handling|identity_projection,2,0.02
authenticity_markers|controversy_handling|general_decription|message_effectiveness|stress_indicators,2,0.02
adaptability_signs|authenticity_markers|cognitive_patterns|community_role|value_signals,2,0.02
authenticity_markers|belief_expression|identity_projection|language_formality|value_signals,2,0.02
cognitive_patterns|controversy_handling|identity_projection|message_effectiveness|punctuation_style,2,0.02
adaptability_signs|authenticity_markers|brevity_style|community_role|general_decription,2,0.02
authenticity_markers|community_role|language_formality|social_orientation|value_signals,2,0.02
belief_expression|brevity_style|community_role|conflict_approach|controversy_handling,2,0.02
authenticity_markers|cognitive_patterns|message_effectiveness|narrative_voice|opinion_expression,2,0.02
cognitive_patterns|content_triggers|controversy_handling|emotional_expression|reaction_patterns,2,0.02
belief_expression|conflict_approach|reaction_patterns|stress_indicators|vocabulary_range,2,0.02
adaptability_signs|authenticity_markers|community_role|general_decription|language_formality,2,0.02
adaptability_signs|cognitive_patterns|language_formality|opinion_expression|stress_indicators,2,0.02
adaptability_signs|belief_expression|general_decription|language_formality|opinion_expression,2,0.02
belief_expression|brevity_style|cognitive_patterns|emotional_expression|reaction_patterns,2,0.02
cognitive_patterns|community_role|conflict_approach|controversy_handling|reaction_patterns,2,0.02
community_role|conflict_approach|general_decription|language_formality|value_signals,2,0.02
community_role|general_decription|narrative_voice|value_signals|vocabulary_range,2,0.02
adaptability_signs|emotional_expression|narrative_voice|opinion_expression|social_orientation,2,0.02
community_role|identity_projection|message_effectiveness|opinion_expression|stress_indicators,2,0.02
conflict_approach|narrative_voice|opinion_expression|punctuation_style|reaction_patterns,2,0.02
belief_expression|cognitive_patterns|identity_projection|social_orientation|vocabulary_range,2,0.02
authenticity_markers|conflict_approach|emotional_expression|message_effectiveness|narrative_voice,2,0.02
authenticity_markers|community_role|controversy_handling|narrative_voice|value_signals,2,0.02
adaptability_signs|community_role|identity_projection|language_formality|social_orientation,2,0.02
content_triggers|general_decription|language_formality|punctuation_style|reaction_patterns,2,0.02
cognitive_patterns|conflict_approach|controversy_handling|emotional_expression|identity_projection,2,0.02
brevity_style|emotional_expression|identity_projection|message_effectiveness|stress_indicators,2,0.02
belief_expression|brevity_style|conflict_approach|general_decription|identity_projection,2,0.02
adaptability_signs|belief_expression|content_triggers|message_effectiveness|punctuation_style,2,0.02
belief_expression|brevity_style|community_role|opinion_expression|vocabulary_range,2,0.02
belief_expression|community_role|conflict_approach|message_effectiveness|opinion_expression,2,0.02
community_role|conflict_approach|general_decription|opinion_expression|value_signals,2,0.02
authenticity_markers|controversy_handling|identity_projection|language_formality|opinion_expression,2,0.02
authenticity_markers|cognitive_patterns|controversy_handling|opinion_expression|vocabulary_range,2,0.02
authenticity_markers|general_decription|language_formality|social_orientation|stress_indicators,2,0.02
emotional_expression|identity_projection|language_formality|narrative_voice|vocabulary_range,2,0.02
authenticity_markers|controversy_handling|general_decription|message_effectiveness|punctuation_style,2,0.02
authenticity_markers|content_triggers|punctuation_style|social_orientation|value_signals,2,0.02
authenticity_markers|cognitive_patterns|controversy_handling|emotional_expression|stress_indicators,2,0.02
authenticity_markers|content_triggers|general_decription|message_effectiveness|social_orientation,2,0.02
authenticity_markers|conflict_approach|controversy_handling|language_formality|opinion_expression,2,0.02
conflict_approach|controversy_handling|punctuation_style|social_orientation|stress_indicators,2,0.02
cognitive_patterns|general_decription|message_effectiveness|reaction_patterns|vocabulary_range,2,0.02
content_triggers|controversy_handling|opinion_expression|punctuation_style|stress_indicators,2,0.02
identity_projection|punctuation_style|reaction_patterns|stress_indicators|vocabulary_range,2,0.02
brevity_style|content_triggers|identity_projection|punctuation_style|reaction_patterns,2,0.02
brevity_style|conflict_approach|controversy_handling|message_effectiveness|social_orientation,2,0.02
brevity_style|emotional_expression|language_formality|punctuation_style|stress_indicators,2,0.02
authenticity_markers|belief_expression|conflict_approach|identity_projection|opinion_expression,2,0.02
belief_expression|brevity_style|general_decription|punctuation_style|stress_indicators,2,0.02
belief_expression|general_decription|language_formality|narrative_voice|opinion_expression,2,0.02
conflict_approach|general_decription|language_formality|narrative_voice|stress_indicators,2,0.02
conflict_approach|controversy_handling|emotional_expression|identity_projection|stress_indicators,2,0.02
authenticity_markers|cognitive_patterns|language_formality|message_effectiveness|social_orientation,2,0.02
general_decription|language_formality|opinion_expression|social_orientation|vocabulary_range,2,0.02
conflict_approach|emotional_expression|language_formality|narrative_voice|vocabulary_range,2,0.02
brevity_style|conflict_approach|identity_projection|narrative_voice|value_signals,2,0.02
cognitive_patterns|content_triggers|message_effectiveness|opinion_expression|stress_indicators,2,0.02
adaptability_signs|brevity_style|general_decription|stress_indicators|value_signals,2,0.02
content_triggers|message_effectiveness|reaction_patterns|value_signals|vocabulary_range,2,0.02
adaptability_signs|language_formality|narrative_voice|social_orientation|value_signals,2,0.02
brevity_style|general_decription|narrative_voice|social_orientation|stress_indicators,2,0.02
belief_expression|brevity_style|controversy_handling|narrative_voice|value_signals,2,0.02
authenticity_markers|belief_expression|content_triggers|emotional_expression|vocabulary_range,2,0.02
adaptability_signs|authenticity_markers|cognitive_patterns|identity_projection|message_effectiveness,2,0.02
brevity_style|general_decription|identity_projection|opinion_expression|value_signals,2,0.02
authenticity_markers|cognitive_patterns|message_effectiveness|narrative_voice|reaction_patterns,2,0.02
belief_expression|conflict_approach|emotional_expression|general_decription|reaction_patterns,2,0.02
adaptability_signs|general_decription|narrative_voice|opinion_expression|social_orientation,2,0.02
authenticity_markers|general_decription|social_orientation|stress_indicators|value_signals,2,0.02
adaptability_signs|authenticity_markers|cognitive_patterns|social_orientation|vocabulary_range,2,0.02
brevity_style|content_triggers|message_effectiveness|reaction_patterns|value_signals,2,0.02
brevity_style|emotional_expression|general_decription|identity_projection|punctuation_style,2,0.02
cognitive_patterns|message_effectiveness|punctuation_style|stress_indicators|vocabulary_range,2,0.02
brevity_style|content_triggers|controversy_handling|stress_indicators|vocabulary_range,2,0.02
adaptability_signs|brevity_style|punctuation_style|reaction_patterns|value_signals,2,0.02
brevity_style|content_triggers|opinion_expression|reaction_patterns|social_orientation,2,0.02
cognitive_patterns|community_role|general_decription|reaction_patterns|value_signals,2,0.02
brevity_style|cognitive_patterns|emotional_expression|message_effectiveness|value_signals,2,0.02
brevity_style|cognitive_patterns|community_role|reaction_patterns|stress_indicators,2,0.02
belief_expression|brevity_style|punctuation_style|reaction_patterns|social_orientation,2,0.02
adaptability_signs|cognitive_patterns|message_effectiveness|stress_indicators|value_signals,2,0.02
adaptability_signs|cognitive_patterns|conflict_approach|emotional_expression|punctuation_style,2,0.02
cognitive_patterns|conflict_approach|controversy_handling|language_formality|reaction_patterns,2,0.02
brevity_style|conflict_approach|controversy_handling|punctuation_style|value_signals,2,0.02
cognitive_patterns|content_triggers|language_formality|narrative_voice|opinion_expression,2,0.02
adaptability_signs|authenticity_markers|conflict_approach|message_effectiveness|opinion_expression,2,0.02
authenticity_markers|conflict_approach|identity_projection|stress_indicators|value_signals,2,0.02
authenticity_markers|controversy_handling|language_formality|message_effectiveness|vocabulary_range,2,0.02
adaptability_signs|belief_expression|opinion_expression|punctuation_style|value_signals,2,0.02
cognitive_patterns|community_role|controversy_handling|punctuation_style|value_signals,2,0.02
authenticity_markers|content_triggers|language_formality|message_effectiveness|stress_indicators,2,0.02
content_triggers|emotional_expression|opinion_expression|reaction_patterns|vocabulary_range,2,0.02
cognitive_patterns|community_role|general_decription|language_formality|stress_indicators,2,0.02
brevity_style|content_triggers|controversy_handling|language_formality|stress_indicators,2,0.02
adaptability_signs|controversy_handling|emotional_expression|general_decription|language_formality,2,0.02
authenticity_markers|conflict_approach|emotional_expression|language_formality|reaction_patterns,2,0.02
conflict_approach|general_decription|language_formality|punctuation_style|stress_indicators,2,0.02
adaptability_signs|authenticity_markers|controversy_handling|narrative_voice|vocabulary_range,2,0.02
authenticity_markers|cognitive_patterns|controversy_handling|narrative_voice|stress_indicators,2,0.02
belief_expression|cognitive_patterns|community_role|identity_projection|message_effectiveness,2,0.02
authenticity_markers|cognitive_patterns|message_effectiveness|opinion_expression|value_signals,2,0.02
authenticity_markers|conflict_approach|controversy_handling|general_decription|message_effectiveness,2,0.02
adaptability_signs|community_role|punctuation_style|reaction_patterns|value_signals,2,0.02
authenticity_markers|general_decription|identity_projection|narrative_voice|reaction_patterns,2,0.02
adaptability_signs|general_decription|narrative_voice|stress_indicators|value_signals,2,0.02
authenticity_markers|controversy_handling|general_decription|narrative_voice|value_signals,2,0.02
community_role|conflict_approach|emotional_expression|message_effectiveness|stress_indicators,2,0.02
authenticity_markers|belief_expression|controversy_handling|general_decription|social_orientation,2,0.02
